type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2016-02-11 03:54:24	47.717852000	-122.247177000	95.5	0.055			
T	2016-02-11 03:54:25	47.717852000	-122.247177000	95.6	0.055			
T	2016-02-11 03:54:26	47.717858000	-122.247178000	95.5	0.056			
T	2016-02-11 03:54:27	47.717862000	-122.247174000	95.5	0.056			
T	2016-02-11 03:54:28	47.717867000	-122.247169000	95.5	0.057			
T	2016-02-11 03:54:29	47.717870000	-122.247166000	95.5	0.057			
T	2016-02-11 03:54:30	47.717875000	-122.247162000	95.5	0.058			
T	2016-02-11 03:54:31	47.717881000	-122.247161000	95.5	0.058			
T	2016-02-11 03:54:32	47.717886000	-122.247160000	95.5	0.059			
T	2016-02-11 03:54:33	47.717894000	-122.247156000	95.5	0.060			
T	2016-02-11 03:54:34	47.717903000	-122.247152000	95.6	0.061			
T	2016-02-11 03:54:35	47.717911000	-122.247149000	95.6	0.062			
T	2016-02-11 03:54:36	47.717917000	-122.247148000	95.7	0.063			
T	2016-02-11 03:54:37	47.717925000	-122.247147000	95.7	0.064			
T	2016-02-11 03:54:38	47.717928000	-122.247150000	95.7	0.064			
T	2016-02-11 03:54:39	47.717934000	-122.247150000	95.7	0.064			
T	2016-02-11 03:54:40	47.717942000	-122.247150000	95.7	0.065			
T	2016-02-11 03:54:41	47.717948000	-122.247149000	95.7	0.066			
T	2016-02-11 03:54:42	47.717947000	-122.247151000	95.7	0.066			
T	2016-02-11 03:54:43	47.717952000	-122.247149000	95.8	0.067			
T	2016-02-11 03:54:44	47.717952000	-122.247151000	95.8	0.067			
T	2016-02-11 03:54:45	47.717959000	-122.247150000	95.7	0.067			
T	2016-02-11 03:54:46	47.717961000	-122.247149000	95.7	0.068			
T	2016-02-11 03:54:47	47.717964000	-122.247149000	95.7	0.068			
T	2016-02-11 03:54:48	47.717970000	-122.247148000	95.8	0.069			
T	2016-02-11 03:54:49	47.717968000	-122.247147000	95.8	0.069			
T	2016-02-11 03:54:50	47.717965000	-122.247149000	95.8	0.069			
T	2016-02-11 03:54:51	47.717959000	-122.247153000	95.8	0.069			
T	2016-02-11 03:54:52	47.717955000	-122.247155000	95.8	0.069			
T	2016-02-11 03:54:53	47.717947000	-122.247155000	95.8	0.069			
T	2016-02-11 03:54:54	47.717941000	-122.247155000	95.8	0.069			
T	2016-02-11 03:54:55	47.717939000	-122.247154000	95.8	0.069			
T	2016-02-11 03:54:56	47.717934000	-122.247154000	95.8	0.069			
T	2016-02-11 03:54:57	47.717932000	-122.247157000	95.7	0.069			
T	2016-02-11 03:54:58	47.717932000	-122.247160000	95.7	0.069			
T	2016-02-11 03:54:59	47.717931000	-122.247161000	95.8	0.069			
T	2016-02-11 03:55:00	47.717925000	-122.247163000	95.8	0.069			
T	2016-02-11 03:55:01	47.717917000	-122.247164000	95.8	0.069			
T	2016-02-11 03:55:02	47.717908000	-122.247165000	95.8	0.069			
T	2016-02-11 03:55:03	47.717904000	-122.247165000	95.8	0.069			
T	2016-02-11 03:55:04	47.717901000	-122.247164000	95.7	0.069			
T	2016-02-11 03:55:05	47.717898000	-122.247164000	95.8	0.069			
T	2016-02-11 03:55:06	47.717898000	-122.247164000	95.8	0.069			
T	2016-02-11 03:55:07	47.717893000	-122.247167000	95.8	0.069			
T	2016-02-11 03:55:08	47.717889000	-122.247170000	95.7	0.069			
T	2016-02-11 03:55:09	47.717887000	-122.247170000	95.7	0.069			
T	2016-02-11 03:55:10	47.717880000	-122.247172000	95.7	0.069			
T	2016-02-11 03:55:11	47.717876000	-122.247171000	95.7	0.069			
T	2016-02-11 03:55:12	47.717872000	-122.247172000	95.7	0.069			
T	2016-02-11 03:55:13	47.717871000	-122.247171000	95.8	0.069			
T	2016-02-11 03:55:14	47.717870000	-122.247172000	95.8	0.069			
T	2016-02-11 03:55:15	47.717868000	-122.247169000	95.8	0.069			
T	2016-02-11 03:55:16	47.717862000	-122.247169000	95.9	0.069	1		
T	2016-02-11 03:55:20	47.717851000	-122.247159000	95.9	0.069			
T	2016-02-11 03:55:21	47.717852000	-122.247159000	95.9	0.069			
T	2016-02-11 03:55:22	47.717851000	-122.247156000	95.9	0.069			
T	2016-02-11 03:55:23	47.717854000	-122.247161000	95.9	0.069			
T	2016-02-11 03:55:24	47.717857000	-122.247163000	95.8	0.070			
T	2016-02-11 03:55:25	47.717864000	-122.247171000	95.8	0.070			
T	2016-02-11 03:55:26	47.717867000	-122.247170000	95.9	0.071			
T	2016-02-11 03:55:27	47.717862000	-122.247169000	95.8	0.071			
T	2016-02-11 03:55:28	47.717868000	-122.247179000	95.8	0.071			
T	2016-02-11 03:55:29	47.717873000	-122.247184000	95.8	0.072			
T	2016-02-11 03:55:30	47.717878000	-122.247186000	95.9	0.072			
T	2016-02-11 03:55:31	47.717883000	-122.247186000	95.9	0.073			
T	2016-02-11 03:55:32	47.717889000	-122.247185000	95.9	0.073			
T	2016-02-11 03:55:33	47.717895000	-122.247184000	95.9	0.074			
T	2016-02-11 03:55:34	47.717901000	-122.247183000	95.8	0.075			
T	2016-02-11 03:55:35	47.717905000	-122.247181000	95.8	0.075			
T	2016-02-11 03:55:36	47.717911000	-122.247180000	95.9	0.076			
T	2016-02-11 03:55:37	47.717915000	-122.247179000	95.8	0.076			
T	2016-02-11 03:55:38	47.717918000	-122.247177000	95.9	0.077			
T	2016-02-11 03:55:39	47.717922000	-122.247176000	96.0	0.077			
T	2016-02-11 03:55:40	47.717925000	-122.247175000	96.0	0.077			
T	2016-02-11 03:55:41	47.717929000	-122.247173000	96.0	0.078			
T	2016-02-11 03:55:42	47.717932000	-122.247172000	96.0	0.078			
T	2016-02-11 03:55:43	47.717935000	-122.247172000	96.0	0.079			
T	2016-02-11 03:55:44	47.717938000	-122.247172000	96.0	0.079			
T	2016-02-11 03:55:45	47.717940000	-122.247171000	96.0	0.079			
T	2016-02-11 03:55:46	47.717942000	-122.247171000	96.1	0.079			
T	2016-02-11 03:55:47	47.717944000	-122.247171000	96.1	0.080			
T	2016-02-11 03:55:48	47.717947000	-122.247172000	96.1	0.080			
T	2016-02-11 03:55:49	47.717950000	-122.247172000	96.1	0.080			
T	2016-02-11 03:55:50	47.717951000	-122.247171000	96.2	0.080			
T	2016-02-11 03:55:51	47.717953000	-122.247171000	96.2	0.080			
T	2016-02-11 03:55:52	47.717954000	-122.247171000	96.2	0.081			
T	2016-02-11 03:55:53	47.717955000	-122.247171000	96.2	0.081			
T	2016-02-11 03:55:54	47.717957000	-122.247172000	96.2	0.081			
T	2016-02-11 03:55:55	47.717959000	-122.247173000	96.1	0.081			
T	2016-02-11 03:55:56	47.717960000	-122.247174000	96.2	0.081			
T	2016-02-11 03:55:57	47.717962000	-122.247174000	96.2	0.082			
T	2016-02-11 03:55:58	47.717964000	-122.247175000	96.2	0.082			
T	2016-02-11 03:55:59	47.717966000	-122.247176000	96.2	0.082			
T	2016-02-11 03:56:00	47.717968000	-122.247176000	96.1	0.082			
T	2016-02-11 03:56:01	47.717969000	-122.247177000	96.1	0.082			
T	2016-02-11 03:56:02	47.717971000	-122.247178000	96.1	0.082			
T	2016-02-11 03:56:03	47.717972000	-122.247179000	96.1	0.083			
T	2016-02-11 03:56:04	47.717973000	-122.247179000	96.1	0.083			
T	2016-02-11 03:56:05	47.717975000	-122.247180000	96.1	0.083			
T	2016-02-11 03:56:06	47.717976000	-122.247181000	96.1	0.083			
T	2016-02-11 03:56:07	47.717981000	-122.247181000	96.0	0.084			
T	2016-02-11 03:56:08	47.717976000	-122.247182000	96.0	0.084			
T	2016-02-11 03:56:09	47.717971000	-122.247184000	96.1	0.084			
T	2016-02-11 03:56:10	47.717968000	-122.247185000	96.1	0.084			
T	2016-02-11 03:56:11	47.717965000	-122.247187000	96.1	0.084			
T	2016-02-11 03:56:12	47.717963000	-122.247188000	96.1	0.084			
T	2016-02-11 03:56:13	47.717961000	-122.247189000	96.1	0.084			
T	2016-02-11 03:56:14	47.717959000	-122.247190000	96.1	0.084			
T	2016-02-11 03:56:15	47.717958000	-122.247191000	96.0	0.084			
T	2016-02-11 03:56:16	47.717957000	-122.247192000	96.1	0.084			
T	2016-02-11 03:56:17	47.717956000	-122.247194000	96.1	0.084			
T	2016-02-11 03:56:18	47.717956000	-122.247195000	96.1	0.084			
T	2016-02-11 03:56:19	47.717956000	-122.247195000	96.1	0.084			
T	2016-02-11 03:56:20	47.717957000	-122.247195000	96.1	0.084			
T	2016-02-11 03:56:21	47.717965000	-122.247202000	96.1	0.085			
T	2016-02-11 03:56:22	47.717967000	-122.247201000	96.2	0.085			
T	2016-02-11 03:56:23	47.717979000	-122.247212000	96.1	0.086			
T	2016-02-11 03:56:24	47.717978000	-122.247213000	96.1	0.086			
T	2016-02-11 03:56:25	47.717985000	-122.247217000	96.1	0.087			
T	2016-02-11 03:56:26	47.717987000	-122.247217000	96.1	0.087			
T	2016-02-11 03:56:27	47.717988000	-122.247215000	96.1	0.087			
T	2016-02-11 03:56:28	47.717987000	-122.247213000	96.2	0.087			
T	2016-02-11 03:56:29	47.717984000	-122.247210000	96.2	0.087			
T	2016-02-11 03:56:30	47.717982000	-122.247208000	96.1	0.087			
T	2016-02-11 03:56:31	47.717980000	-122.247206000	96.1	0.087			
T	2016-02-11 03:56:32	47.717977000	-122.247204000	96.0	0.087			
T	2016-02-11 03:56:33	47.717975000	-122.247202000	96.1	0.087			
T	2016-02-11 03:56:34	47.717974000	-122.247200000	96.1	0.087			
T	2016-02-11 03:56:35	47.717973000	-122.247199000	96.1	0.087			
T	2016-02-11 03:56:36	47.717971000	-122.247198000	96.2	0.087			
T	2016-02-11 03:56:37	47.717970000	-122.247197000	96.2	0.087			
T	2016-02-11 03:56:38	47.717969000	-122.247197000	96.2	0.087			
T	2016-02-11 03:56:39	47.717969000	-122.247197000	96.2	0.087			
T	2016-02-11 03:56:40	47.717970000	-122.247197000	96.2	0.087			
T	2016-02-11 03:56:41	47.717972000	-122.247197000	96.2	0.087			
T	2016-02-11 03:56:42	47.717973000	-122.247197000	96.2	0.087			
T	2016-02-11 03:56:43	47.717974000	-122.247198000	96.1	0.088			
T	2016-02-11 03:56:44	47.717975000	-122.247198000	96.1	0.088			
T	2016-02-11 03:56:45	47.717976000	-122.247198000	96.1	0.088			
T	2016-02-11 03:56:46	47.717979000	-122.247199000	96.0	0.088			
T	2016-02-11 03:56:47	47.717981000	-122.247200000	96.1	0.088			
T	2016-02-11 03:56:48	47.717983000	-122.247201000	96.2	0.089			
T	2016-02-11 03:56:49	47.717985000	-122.247201000	96.2	0.089			
T	2016-02-11 03:56:50	47.717987000	-122.247202000	96.2	0.089			
T	2016-02-11 03:56:51	47.717989000	-122.247202000	96.2	0.089			
T	2016-02-11 03:56:52	47.717991000	-122.247203000	96.2	0.089			
T	2016-02-11 03:56:53	47.717994000	-122.247204000	96.2	0.090			
T	2016-02-11 03:56:54	47.717995000	-122.247204000	96.1	0.090			
T	2016-02-11 03:56:55	47.717996000	-122.247205000	96.1	0.090			
T	2016-02-11 03:56:56	47.717997000	-122.247205000	96.1	0.090			
T	2016-02-11 03:56:57	47.717998000	-122.247206000	96.2	0.090			
T	2016-02-11 03:56:58	47.717999000	-122.247207000	96.1	0.090			
T	2016-02-11 03:56:59	47.718000000	-122.247207000	96.2	0.090			
T	2016-02-11 03:57:00	47.718002000	-122.247208000	96.1	0.091			
T	2016-02-11 03:57:01	47.718003000	-122.247208000	96.1	0.091			
T	2016-02-11 03:57:02	47.718001000	-122.247208000	96.1	0.091			
T	2016-02-11 03:57:03	47.717998000	-122.247206000	96.1	0.091			
T	2016-02-11 03:57:04	47.717996000	-122.247204000	96.1	0.091			
T	2016-02-11 03:57:05	47.717993000	-122.247201000	96.1	0.091			
T	2016-02-11 03:57:06	47.717991000	-122.247198000	96.1	0.091			
T	2016-02-11 03:57:07	47.717989000	-122.247196000	96.1	0.091			
T	2016-02-11 03:57:08	47.717987000	-122.247193000	96.1	0.091			
T	2016-02-11 03:57:09	47.717984000	-122.247189000	96.0	0.091			
T	2016-02-11 03:57:10	47.717981000	-122.247185000	96.0	0.091			
T	2016-02-11 03:57:11	47.717979000	-122.247183000	95.9	0.091			
T	2016-02-11 03:57:12	47.717975000	-122.247180000	96.0	0.091			
T	2016-02-11 03:57:13	47.717972000	-122.247177000	96.0	0.091			
T	2016-02-11 03:57:14	47.717969000	-122.247174000	96.0	0.091			
T	2016-02-11 03:57:15	47.717958000	-122.247170000	96.0	0.091			
T	2016-02-11 03:57:16	47.717953000	-122.247169000	96.0	0.091			
T	2016-02-11 03:57:17	47.717953000	-122.247169000	96.0	0.091			
T	2016-02-11 03:57:18	47.717941000	-122.247159000	96.1	0.091			
T	2016-02-11 03:57:19	47.717939000	-122.247155000	96.1	0.091			
T	2016-02-11 03:57:20	47.717942000	-122.247152000	96.0	0.091			
T	2016-02-11 03:57:21	47.717949000	-122.247153000	96.0	0.091			
T	2016-02-11 03:57:22	47.717951000	-122.247150000	95.9	0.091			
T	2016-02-11 03:57:23	47.717945000	-122.247142000	95.9	0.092			
T	2016-02-11 03:57:24	47.717942000	-122.247141000	95.9	0.092			
T	2016-02-11 03:57:25	47.717949000	-122.247149000	95.8	0.092			
T	2016-02-11 03:57:26	47.717945000	-122.247148000	95.9	0.093			
T	2016-02-11 03:57:27	47.717951000	-122.247154000	96.0	0.093			
T	2016-02-11 03:57:28	47.717950000	-122.247150000	96.0	0.093			
T	2016-02-11 03:57:29	47.717957000	-122.247160000	96.0	0.093			
T	2016-02-11 03:57:30	47.717954000	-122.247160000	96.0	0.093			
T	2016-02-11 03:57:31	47.717951000	-122.247159000	96.0	0.094			
T	2016-02-11 03:57:32	47.717948000	-122.247157000	96.1	0.094			
T	2016-02-11 03:57:33	47.717946000	-122.247157000	96.1	0.094			
T	2016-02-11 03:57:34	47.717943000	-122.247156000	96.0	0.094			
T	2016-02-11 03:57:35	47.717939000	-122.247154000	95.9	0.095			
T	2016-02-11 03:57:36	47.717935000	-122.247153000	95.9	0.095			
T	2016-02-11 03:57:37	47.717933000	-122.247151000	95.9	0.096			
T	2016-02-11 03:57:38	47.717931000	-122.247149000	95.9	0.096			
T	2016-02-11 03:57:39	47.717930000	-122.247147000	95.9	0.096			
T	2016-02-11 03:57:40	47.717928000	-122.247146000	95.9	0.096			
T	2016-02-11 03:57:41	47.717927000	-122.247145000	95.8	0.096			
T	2016-02-11 03:57:42	47.717925000	-122.247144000	95.8	0.096			
T	2016-02-11 03:57:43	47.717925000	-122.247143000	95.8	0.097			
T	2016-02-11 03:57:44	47.717924000	-122.247142000	95.9	0.097			
T	2016-02-11 03:57:45	47.717923000	-122.247141000	95.9	0.097			
T	2016-02-11 03:57:46	47.717924000	-122.247140000	95.9	0.097			
T	2016-02-11 03:57:47	47.717925000	-122.247140000	95.9	0.097			
T	2016-02-11 03:57:48	47.717926000	-122.247141000	95.9	0.097			
T	2016-02-11 03:57:49	47.717926000	-122.247141000	95.8	0.097			
T	2016-02-11 03:57:50	47.717927000	-122.247141000	95.8	0.097			
T	2016-02-11 03:57:51	47.717928000	-122.247142000	95.8	0.097			
T	2016-02-11 03:57:52	47.717928000	-122.247143000	95.8	0.097			
T	2016-02-11 03:57:53	47.717929000	-122.247144000	95.9	0.097			
T	2016-02-11 03:57:54	47.717929000	-122.247145000	95.9	0.097			
T	2016-02-11 03:57:55	47.717930000	-122.247146000	95.9	0.097			
T	2016-02-11 03:57:56	47.717931000	-122.247147000	95.8	0.097			
T	2016-02-11 03:57:57	47.717932000	-122.247148000	95.8	0.097			
T	2016-02-11 03:57:58	47.717933000	-122.247149000	95.8	0.097			
T	2016-02-11 03:57:59	47.717933000	-122.247150000	95.8	0.097			
T	2016-02-11 03:58:00	47.717933000	-122.247151000	95.8	0.097			
T	2016-02-11 03:58:01	47.717932000	-122.247153000	95.8	0.097			
T	2016-02-11 03:58:02	47.717933000	-122.247154000	95.7	0.097			
T	2016-02-11 03:58:03	47.717933000	-122.247155000	95.7	0.097			
T	2016-02-11 03:58:04	47.717933000	-122.247157000	95.7	0.097			
T	2016-02-11 03:58:05	47.717932000	-122.247158000	95.7	0.097			
T	2016-02-11 03:58:06	47.717933000	-122.247159000	95.7	0.097			
T	2016-02-11 03:58:07	47.717933000	-122.247160000	95.7	0.097			
T	2016-02-11 03:58:08	47.717934000	-122.247160000	95.7	0.097			
T	2016-02-11 03:58:09	47.717936000	-122.247159000	95.7	0.097			
T	2016-02-11 03:58:10	47.717938000	-122.247160000	95.7	0.097			
T	2016-02-11 03:58:11	47.717939000	-122.247160000	95.7	0.097			
T	2016-02-11 03:58:12	47.717944000	-122.247161000	95.8	0.097			
T	2016-02-11 03:58:13	47.717948000	-122.247162000	95.7	0.097			
T	2016-02-11 03:58:14	47.717943000	-122.247171000	95.7	0.097			
T	2016-02-11 03:58:15	47.717941000	-122.247177000	95.6	0.097			
T	2016-02-11 03:58:16	47.717943000	-122.247178000	95.5	0.097			
T	2016-02-11 03:58:17	47.717941000	-122.247179000	95.6	0.097			
T	2016-02-11 03:58:18	47.717939000	-122.247181000	95.7	0.097			
T	2016-02-11 03:58:19	47.717932000	-122.247184000	95.7	0.098			
T	2016-02-11 03:58:20	47.717923000	-122.247189000	95.8	0.098			
T	2016-02-11 03:58:21	47.717914000	-122.247193000	95.8	0.099			
T	2016-02-11 03:58:22	47.717909000	-122.247192000	95.8	0.100			
T	2016-02-11 03:58:23	47.717905000	-122.247192000	95.7	0.100			
T	2016-02-11 03:58:24	47.717905000	-122.247190000	95.7	0.100			
T	2016-02-11 03:58:25	47.717906000	-122.247188000	95.7	0.100			
T	2016-02-11 03:58:26	47.717908000	-122.247187000	95.7	0.100			
T	2016-02-11 03:58:27	47.717908000	-122.247186000	95.7	0.100			
T	2016-02-11 03:58:28	47.717909000	-122.247185000	95.7	0.100			
T	2016-02-11 03:58:29	47.717909000	-122.247183000	95.7	0.100			
T	2016-02-11 03:58:30	47.717909000	-122.247181000	95.7	0.100			
T	2016-02-11 03:58:31	47.717910000	-122.247179000	95.7	0.100			
T	2016-02-11 03:58:32	47.717909000	-122.247177000	95.7	0.100			
T	2016-02-11 03:58:33	47.717909000	-122.247175000	95.7	0.101			
T	2016-02-11 03:58:34	47.717907000	-122.247173000	95.7	0.101			
T	2016-02-11 03:58:35	47.717905000	-122.247170000	95.7	0.101			
T	2016-02-11 03:58:36	47.717901000	-122.247166000	95.8	0.102			
T	2016-02-11 03:58:37	47.717898000	-122.247163000	95.8	0.102			
T	2016-02-11 03:58:38	47.717894000	-122.247161000	95.9	0.102			
T	2016-02-11 03:58:39	47.717892000	-122.247159000	95.8	0.103			
T	2016-02-11 03:58:40	47.717889000	-122.247157000	95.8	0.103			
T	2016-02-11 03:58:41	47.717887000	-122.247154000	95.8	0.103			
T	2016-02-11 03:58:42	47.717885000	-122.247153000	95.8	0.104			
T	2016-02-11 03:58:43	47.717883000	-122.247150000	95.7	0.104			
T	2016-02-11 03:58:44	47.717881000	-122.247147000	95.7	0.104			
T	2016-02-11 03:58:45	47.717876000	-122.247143000	95.7	0.105			
T	2016-02-11 03:58:46	47.717877000	-122.247146000	95.8	0.105			
T	2016-02-11 03:58:47	47.717873000	-122.247144000	95.8	0.105			
T	2016-02-11 03:58:48	47.717873000	-122.247141000	95.8	0.105			
T	2016-02-11 03:58:49	47.717875000	-122.247139000	95.8	0.105			
T	2016-02-11 03:58:50	47.717874000	-122.247137000	95.7	0.106			
T	2016-02-11 03:58:51	47.717874000	-122.247134000	95.8	0.106			
T	2016-02-11 03:58:52	47.717872000	-122.247136000	95.8	0.106			
T	2016-02-11 03:58:53	47.717876000	-122.247133000	95.8	0.106			
T	2016-02-11 03:58:54	47.717878000	-122.247136000	95.8	0.106			
T	2016-02-11 03:58:55	47.717886000	-122.247145000	95.8	0.107			
T	2016-02-11 03:58:56	47.717896000	-122.247150000	95.8	0.108			
T	2016-02-11 03:58:57	47.717910000	-122.247148000	95.9	0.109			
T	2016-02-11 03:58:58	47.717914000	-122.247147000	95.8	0.110			
T	2016-02-11 03:58:59	47.717919000	-122.247143000	95.8	0.110			
T	2016-02-11 03:59:00	47.717924000	-122.247141000	95.8	0.110			
T	2016-02-11 03:59:01	47.717927000	-122.247145000	95.8	0.111			
T	2016-02-11 03:59:02	47.717941000	-122.247143000	95.7	0.112			
T	2016-02-11 03:59:03	47.717955000	-122.247148000	95.7	0.114			
T	2016-02-11 03:59:04	47.717959000	-122.247147000	95.8	0.114			
T	2016-02-11 03:59:05	47.717957000	-122.247142000	95.8	0.114			
T	2016-02-11 03:59:06	47.717956000	-122.247140000	95.9	0.114			
T	2016-02-11 03:59:07	47.717960000	-122.247138000	95.9	0.114			
T	2016-02-11 03:59:08	47.717960000	-122.247137000	95.9	0.114			
T	2016-02-11 03:59:09	47.717960000	-122.247136000	95.9	0.114			
T	2016-02-11 03:59:10	47.717959000	-122.247136000	95.8	0.114			
T	2016-02-11 03:59:11	47.717956000	-122.247134000	95.7	0.114			
T	2016-02-11 03:59:12	47.717954000	-122.247129000	95.7	0.114			
T	2016-02-11 03:59:13	47.717951000	-122.247125000	95.7	0.114			
T	2016-02-11 03:59:14	47.717948000	-122.247120000	95.7	0.114			
T	2016-02-11 03:59:15	47.717947000	-122.247115000	95.8	0.114			
T	2016-02-11 03:59:16	47.717946000	-122.247112000	95.7	0.114			
T	2016-02-11 03:59:17	47.717941000	-122.247109000	95.7	0.114			
T	2016-02-11 03:59:18	47.717935000	-122.247105000	95.7	0.114			
T	2016-02-11 03:59:19	47.717929000	-122.247101000	95.7	0.114			
T	2016-02-11 03:59:20	47.717924000	-122.247099000	95.8	0.114			
T	2016-02-11 03:59:21	47.717920000	-122.247098000	95.8	0.114			
T	2016-02-11 03:59:22	47.717917000	-122.247097000	95.7	0.114			
T	2016-02-11 03:59:23	47.717913000	-122.247096000	95.7	0.114			
T	2016-02-11 03:59:24	47.717909000	-122.247095000	95.8	0.114			
T	2016-02-11 03:59:25	47.717904000	-122.247094000	95.8	0.114			
T	2016-02-11 03:59:26	47.717900000	-122.247093000	95.8	0.114			
T	2016-02-11 03:59:27	47.717896000	-122.247093000	95.8	0.114			
T	2016-02-11 03:59:28	47.717892000	-122.247093000	95.8	0.114			
T	2016-02-11 03:59:29	47.717888000	-122.247094000	95.8	0.114			
T	2016-02-11 03:59:30	47.717884000	-122.247094000	95.8	0.114			
T	2016-02-11 03:59:31	47.717880000	-122.247094000	95.8	0.114			
T	2016-02-11 03:59:32	47.717877000	-122.247095000	95.7	0.114			
T	2016-02-11 03:59:33	47.717874000	-122.247095000	95.7	0.114			
T	2016-02-11 03:59:34	47.717870000	-122.247094000	95.7	0.114			
T	2016-02-11 03:59:35	47.717864000	-122.247094000	95.6	0.114			
T	2016-02-11 03:59:36	47.717867000	-122.247093000	95.6	0.115			
T	2016-02-11 03:59:37	47.717857000	-122.247097000	95.6	0.115			
T	2016-02-11 03:59:38	47.717847000	-122.247099000	95.7	0.115			
T	2016-02-11 03:59:39	47.717837000	-122.247101000	95.7	0.115			
T	2016-02-11 03:59:40	47.717832000	-122.247111000	95.7	0.115			
T	2016-02-11 03:59:41	47.717831000	-122.247113000	95.7	0.115			
T	2016-02-11 03:59:42	47.717829000	-122.247122000	95.6	0.115			
T	2016-02-11 03:59:43	47.717828000	-122.247131000	95.6	0.115			
T	2016-02-11 03:59:44	47.717830000	-122.247139000	95.6	0.116			
T	2016-02-11 03:59:45	47.717832000	-122.247145000	95.6	0.116			
T	2016-02-11 03:59:46	47.717833000	-122.247152000	95.7	0.116			
T	2016-02-11 03:59:47	47.717833000	-122.247158000	95.7	0.117			
T	2016-02-11 03:59:48	47.717836000	-122.247161000	95.7	0.117			
T	2016-02-11 03:59:49	47.717840000	-122.247164000	95.7	0.118			
T	2016-02-11 03:59:50	47.717844000	-122.247167000	95.7	0.118			
T	2016-02-11 03:59:51	47.717848000	-122.247169000	95.7	0.118			
